Id	Proxy	Country	City
625	37.59.8.29:17760	 FR	
626	110.137.64.5:8080	 ID	
627	87.251.176.22:8080	 RU	Sverdlovskaya Oblast'
628	202.40.177.94:53281	 BD	Dhaka
629	176.9.75.42:3128	 DE	
630	109.224.55.28:53281	 IQ	
631	213.32.254.190:8080	 IQ	
632	200.216.184.86:8080	 BR	
633	201.122.147.25:8080	 MX	
634	181.121.140.129:8080	 PY	Asuncion
635	179.183.84.137:8080	 BR	Paraba
636	200.60.104.68:80	 PE	
637	128.199.99.80:8080	 SG	Central Singapore Community Development Council
638	92.247.142.14:53281	 BG	
639	91.214.130.254:41258	 UA	
640	202.66.135.117:3128	 HK	
641	177.21.21.38:3128	 BR	Bahia
642	190.145.80.114:3128	 CO	
643	138.186.21.86:53281	 CO	Bogota D.C.
644	177.21.108.165:20183	 BR	Ceara
645	182.52.236.125:8080	 TH	
646	103.25.195.2:8080	 ID	West Java
647	13.251.243.106:53281	 SG	Central Singapore Community Development Council
648	41.77.133.178:53281	 MZ	Cidade de Maputo
649	67.205.173.56:2018	 US	New Jersey
650	168.195.29.39:53281	 BR	Paraba
651	103.218.26.189:8080	 BD	Dhaka
652	49.49.135.12:3128	 TH	Changwat Samut Sakhon
653	101.255.120.170:53281	 ID	Jakarta
654	109.248.236.91:8080	 KZ	Qostanay Oblysy
655	77.48.149.79:41766	 CZ	Znojmo District
656	103.74.239.170:8080	 IN	
657	188.120.229.237:17875	 RU	
658	89.140.182.22:8080	 ES	Madrid
659	45.123.41.94:8080	 BD	Dhaka
660	186.233.113.179:53281	 BR	Rio de Janeiro
661	81.93.71.178:53281	 BA	
662	173.233.55.116:443	 US	Maryland
663	177.128.224.2:8080	 BR	Minas Gerais
664	138.68.161.157:8080	 GB	England
665	190.52.36.82:53281	 AR	Jujuy
666	180.210.205.104:3128	 SG	Central Singapore Community Development Council
667	103.109.109.141:53281	 IN	
668	168.196.207.218:53281	 BR	Pernambuco
669	47.52.220.109:1080	 HK	
670	87.98.144.154:1080	 FR	
671	103.110.88.67:8080	 ID	West Java
672	177.72.56.155:3128	 BR	
673	176.118.131.136:53281	 RU	Respublika Adygeya
674	125.62.213.209:84	 IN	Andhra Pradesh
675	187.17.148.161:53281	 BR	Goias
676	202.179.190.210:8080	 ID	Jakarta
677	103.15.187.116:8080	 JP	
678	187.40.41.181:8080	 BR	Maranhao
679	190.7.182.52:20183	 BR	Minas Gerais
680	177.21.126.234:20183	 BR	Ceara
681	159.65.117.97:3128	 DE	Hesse
682	209.97.133.216:8000	 US	California
683	117.121.243.254:53281	 US	
684	110.39.162.66:8080	 PK	
685	103.16.45.211:8080	 IN	
686	110.14.44.225:8080	 KR	Gyeonggi-do
687	103.111.56.48:53281	 SG	undefined
688	122.154.97.186:8080	 TH	Changwat Chon Buri
689	212.98.143.140:8082	 LB	
690	109.121.213.143:53281	 BG	Oblast Stara Zagora
691	103.6.245.203:8080	 MY	Perak
692	1.10.159.84:8080	 TH	
693	177.126.81.62:20183	 BR	Tocantins
694	176.30.212.186:8080	 TR	
695	45.118.113.75:3128	 ID	West Java
696	5.9.247.239:53281	 DE	
697	182.16.171.26:53281	 ID	Jakarta
698	115.124.75.228:3128	 ID	Jakarta
699	67.205.146.29:8080	 US	New Jersey
700	117.197.43.6:8080	 IN	West Bengal
701	103.28.148.254:53281	 ID	
702	14.139.120.105:3128	 IN	
703	190.202.22.171:8080	 VE	
704	91.217.42.4:8080	 RU	Chelyabinsk
705	49.140.114.89:1080	 CN	Jilin
706	110.77.138.37:8080	 TH	Bangkok
707	128.199.234.64:8080	 SG	Central Singapore Community Development Council
708	159.89.133.29:2018	 US	California
709	186.34.32.89:53281	 CL	Coquimbo Region
710	187.35.99.163:20183	 BR	Sao Paulo
711	164.77.147.93:53281	 CL	Santiago Metropolitan
712	40.132.242.62:53281	 US	Illinois
713	128.199.54.182:8080	 NL	North Holland
714	165.166.182.30:53281	 US	South Carolina
715	189.76.94.20:20183	 BR	Minas Gerais
716	103.200.38.234:8080	 BD	Naogaon
717	190.1.137.102:3128	 CO	Departamento del Putumayo
718	186.248.139.138:8080	 BR	Minas Gerais
719	218.254.1.14:84	 HK	
720	197.210.196.66:8080	 NG	Imo State
721	45.6.216.79:80	 BR	
722	201.251.120.217:8080	 AR	
723	89.221.214.26:8080	 CZ	
724	94.23.159.155:1080	 GB	England
725	173.193.90.219:3129	 US	Texas
726	188.130.254.210:8000	 RU	
727	46.105.57.149:39121	 FR	
728	213.234.29.164:8080	 RU	Volgogradskaya Oblast'
729	89.140.19.74:6080	 ES	Seville
730	36.66.55.181:8080	 ID	North Sumatra
731	177.204.206.189:20183	 BR	Parana
732	190.145.80.114:3129	 CO	
733	201.234.129.114:8080	 AR	Buenos Aires F.D.
734	115.178.97.21:53281	 IN	Rajasthan
735	118.97.45.11:53281	 ID	East Java
736	177.92.22.74:80	 BR	Parana
737	125.62.213.106:82	 IN	Andhra Pradesh
738	50.203.239.21:80	 US	
739	95.110.224.30:40166	 IT	Province of Arezzo
740	202.166.219.126:8080	 NP	Bagmati Zone
741	146.185.168.235:8080	 NL	North Holland
742	103.47.94.225:8080	 IN	
743	178.32.204.97:80	 FR	
744	122.154.66.193:8080	 TH	Changwat Ratchaburi
745	94.242.59.245:1448	 RU	
746	103.10.223.155:8080	 ID	
747	36.66.216.146:8080	 ID	Bali
748	190.199.132.81:3128	 VE	Tchira
749	202.142.158.114:8080	 PK	Sindh
750	168.228.185.51:8080	 BR	Mato Grosso
751	45.33.68.13:26924	 US	New Jersey
752	170.238.112.20:8080	 BR	
753	114.5.12.178:8080	 ID	Jakarta
754	41.90.110.46:53281	 KE	
755	195.211.247.84:8080	 RU	Stavropol'skiy Kray
756	109.173.122.165:53281	 RU	Moscow
757	109.75.39.154:8080	 AM	
758	91.102.219.73:3128	 RU	
759	115.87.99.227:8080	 TH	Bangkok
760	88.87.79.157:8080	 RU	Volgogradskaya Oblast'
761	37.147.111.113:8080	 RU	Moscow
762	109.255.36.204:8080	 IE	County Cork
763	115.85.88.139:8080	 ID	
764	150.163.105.2:8080	 BR	
765	46.149.233.4:8080	 RU	Kemerovskaya Oblast'
766	178.44.199.18:8081	 RU	Orenburgskaya Oblast'
767	74.120.29.26:53281	 PR	
768	176.119.91.146:53281	 UA	Odessa
769	150.129.54.109:6667	 IN	
770	193.19.165.222:53281	 PL	Subcarpathian Voivodeship
771	187.45.112.79:20183	 BR	
772	92.242.120.182:8080	 UA	Donets'ka Oblast'
773	125.162.15.109:8080	 ID	
774	78.58.122.33:8080	 LT	iauliai City Municipality
775	93.87.4.173:8080	 RS	
776	212.112.124.163:3128	 KG	
777	207.154.231.211:3128	 DE	Hesse
778	70.184.179.116:8080	 US	Virginia
779	89.40.48.186:8080	 KZ	
780	201.59.77.42:8080	 BR	Paraba
781	196.192.142.31:53281	 MU	
782	79.104.25.218:8080	 RU	Moscow
783	77.37.136.192:8081	 RU	Moscow
784	103.25.167.210:53281	 ID	
785	104.156.245.57:10002	 US	Florida
786	37.204.144.183:8081	 RU	Moscow
787	103.41.212.150:53281	 BD	
788	58.84.32.237:53281	 BD	
789	219.90.87.91:53281	 PH	Province of Tarlac
790	203.128.68.242:53281	 ID	Jakarta
791	92.51.46.1:8080	 RU	
792	173.193.90.217:3129	 US	Texas
793	172.245.211.190:5836	 US	New York
794	117.102.113.189:89	 ID	Jakarta
795	45.77.88.221:4421	 GB	England
796	207.154.197.214:8888	 DE	Hesse
797	202.51.188.170:53281	 BD	Dhaka
798	94.141.159.83:41258	 PL	Greater Poland
799	42.201.248.154:8080	 PK	Sindh
800	70.148.165.126:24026	 US	
801	103.76.174.206:8080	 ID	Banten
802	103.218.100.134:8080	 IN	
803	173.233.55.117:443	 US	Maryland
804	191.33.179.243:8080	 BR	Mato Grosso
805	103.103.88.91:8080	 BD	
806	177.101.247.139:3128	 BR	
807	188.226.141.211:8080	 NL	North Holland
808	125.209.73.6:53281	 PK	
809	95.156.54.45:8080	 MK	
810	103.78.97.138:8080	 ID	Jakarta
811	167.114.250.199:9999	 FR	North
812	103.35.171.121:8080	 BD	Dhaka
813	37.110.63.6:3128	 RU	Moscow
814	182.253.34.65:8080	 ID	Jakarta
815	103.83.104.34:53281	 IN	
816	103.91.147.22:8080	 BD	Dhaka Division
817	88.116.197.78:8080	 AT	
818	46.173.191.51:53281	 RU	Krasnodarskiy Kray
819	92.39.139.227:53281	 RU	Ryazanskaya Oblast'
820	186.225.112.254:20183	 BR	Sao Paulo
821	43.245.218.166:53281	 KH	
822	182.253.32.78:3128	 ID	Jakarta
823	103.88.234.217:53281	 BD	Narayanganj
824	170.82.55.173:53281	 BR	Minas Gerais
825	176.222.224.32:80	 CZ	Kladno District
826	180.183.114.10:8080	 TH	Bangkok
827	88.86.126.27:53281	 CZ	
828	201.184.173.106:41766	 CO	Antioquia
829	194.187.149.155:41258	 UA	
830	124.109.36.78:53281	 PK	Punjab
831	31.43.4.59:8080	 UA	Zhytomyrs'ka Oblast'
832	84.205.101.80:80	 EG	Cairo Governorate
833	200.29.119.120:8080	 CO	Departamento del Valle del Cauca
834	104.28.7.66:80	 US	
835	178.44.133.179:41258	 RU	Orenburgskaya Oblast'
836	101.109.246.114:8080	 TH	
837	103.92.152.30:8080	 BD	
838	103.106.239.153:8080	 BD	
839	102.177.104.180:8080	 ZA	
840	190.42.221.127:8080	 PE	Apurimac
841	118.97.206.235:8080	 ID	West Java
842	173.170.66.45:8080	 US	Florida
843	193.178.187.136:64444	 UA	Kyiv City
844	46.35.233.176:8080	 RU	
845	2.138.30.56:8080	 ES	Barcelona
846	84.39.241.53:8118	 RU	
847	138.219.223.166:3128	 BR	
848	177.92.162.141:53281	 BR	Pernambuco
849	34.230.36.152:80	 US	Virginia
850	179.184.20.244:8080	 BR	Rio Grande do Sul
851	194.190.106.69:53281	 RU	Moscow
852	80.242.43.62:53281	 SK	Nitra
853	46.149.225.6:53281	 RU	Kemerovskaya Oblast'
854	80.53.205.202:8080	 PL	Greater Poland
855	109.238.42.135:8080	 CZ	Teb District
856	47.75.13.165:80	 US	California
857	200.58.214.114:8080	 CO	Antioquia
858	181.188.174.178:53281	 BO	Departamento de La Paz
859	209.97.163.10:3128	 US	California
860	103.218.100.141:8080	 IN	
861	167.99.193.171:8000	 US	New York
862	118.70.80.152:80	 VN	Thanh Pho Ha Noi
863	46.105.57.150:34133	 FR	
864	113.161.173.10:3128	 VN	Tinh Quang Nam
865	200.37.7.75:31773	 PE	
866	138.99.93.238:53281	 BR	Ceara
867	91.193.128.30:41258	 UA	Dnipro
868	41.169.159.58:53281	 ZA	Gauteng
869	186.215.145.20:3128	 BR	Sao Paulo
870	78.26.170.184:8080	 UA	Odessa
871	47.254.35.118:8080	 US	California
872	78.189.10.14:80	 TR	Ankara
873	138.197.222.35:8080	 US	California
874	91.187.97.235:53281	 AL	
875	91.192.7.226:8080	 RU	undefined
876	192.169.182.200:24408	 US	Arizona
877	125.163.110.209:8080	 ID	West Java
878	1.175.136.10:3128	 TW	Tainan
879	150.129.52.75:6666	 IN	Gujarat
880	191.252.111.201:8080	 BR	
881	46.171.65.170:53281	 PL	
882	129.213.24.42:3128	 US	California
883	186.193.21.147:3128	 BR	Minas Gerais
884	150.129.55.117:6666	 IN	
885	143.0.188.161:53281	 BR	
886	190.248.133.62:8080	 CO	Antioquia
887	46.174.10.70:8080	 RU	Moscow
888	104.28.3.153:80	 US	
889	80.211.33.159:3128	 IT	Province of Arezzo
890	139.255.108.114:8080	 ID	
891	201.157.218.6:53281	 BR	Piaui
892	51.15.226.10:8080	 FR	
893	75.108.123.165:44552	 US	Texas
894	5.128.26.77:8080	 RU	Novosibirskaya Oblast'
895	87.244.182.241:8080	 UA	Poltavs'ka Oblast'
896	82.112.202.202:8080	 IT	
897	181.113.121.50:53281	 EC	Provincia de Pichincha
898	206.189.177.123:8080	 US	New York
899	103.226.232.71:8080	 ID	Yogyakarta
900	103.16.132.169:8080	 ID	Riau
901	196.202.176.196:53281	 KE	
902	103.252.163.191:80	 ID	
903	212.200.126.16:8080	 RS	
904	181.112.45.62:53281	 EC	Provincia de Pichincha
905	77.79.54.234:53281	 LT	
906	91.203.36.188:8080	 RU	Tyumenskaya Oblast'
907	47.52.209.8:80	 HK	
908	190.181.113.213:53281	 AR	Buenos Aires F.D.
909	64.130.147.198:10200	 US	Kentucky
910	177.85.201.62:53281	 BR	Bahia
911	128.199.185.30:8080	 SG	Central Singapore Community Development Council
912	79.106.22.225:8080	 AL	
913	5.2.156.239:8080	 RO	Bucuresti
914	186.233.197.17:53281	 BR	Minas Gerais
915	146.145.199.113:8080	 US	Pennsylvania
916	179.111.236.74:3128	 BR	Sao Paulo
917	180.234.223.90:8080	 BD	Dhaka
918	41.203.223.178:8080	 KE	
919	195.13.167.233:53281	 LV	
920	47.90.37.183:8118	 HK	
921	101.255.97.74:53281	 ID	Jakarta
922	185.98.65.17:8080	 FR	Moselle
923	121.52.149.162:8080	 PK	
924	114.31.14.66:53281	 BD	Dhaka
925	46.105.57.150:19571	 FR	
926	91.202.133.69:8080	 UA	Kropyvnytskyi
927	83.64.253.167:80	 AT	
928	103.218.102.34:8080	 IN	
929	124.122.154.44:8080	 TH	Changwat Samut Prakan
930	62.55.203.186:3128	 DE	
931	80.87.184.49:41258	 CZ	Beclav District
932	89.216.17.178:8080	 RS	
933	93.190.253.50:80	 DE	Baden-Wrttemberg Region
934	87.138.100.179:8080	 DE	Land Berlin
935	5.167.29.96:53281	 RU	Irkutskaya Oblast'
936	186.46.90.50:53281	 EC	Provincia de Pichincha
937	46.105.57.149:36695	 FR	
938	175.184.248.231:53281	 ID	East Kalimantan
939	213.163.122.195:8080	 ME	
940	180.234.217.218:8080	 BD	Dhaka
941	88.86.94.18:8081	 RU	Altai Krai
942	95.143.129.147:41258	 CZ	Litomice District
943	164.163.161.130:8080	 EC	
944	195.46.167.2:3128	 RU	
945	189.198.226.14:53281	 MX	Sonora
946	104.236.127.83:3128	 US	New Jersey
947	117.54.120.68:53281	 ID	
948	195.91.200.216:8080	 RU	Moscow
949	165.227.215.71:8080	 US	New Jersey
950	103.81.67.18:53281	 ID	North Sumatra
951	134.249.167.184:53281	 UA	Rivnens'ka Oblast'
952	103.216.135.140:53281	 PK	
953	109.122.101.250:8080	 RS	Belgrade
954	78.34.112.143:8080	 DE	North Rhine-Westphalia
955	206.189.85.147:1080	 US	California
956	36.81.203.233:53281	 ID	East Java
957	203.177.81.135:1080	 PH	National Capital Region
958	54.179.166.238:3128	 SG	Central Singapore Community Development Council
959	191.241.76.102:53281	 BR	Rio de Janeiro
960	185.138.113.149:8080	 IE	Limerick
961	38.73.141.36:53281	 US	Utah
962	110.164.193.174:80	 TH	
963	177.114.158.230:20183	 BR	
964	82.116.38.47:3128	 RU	Saratovskaya Oblast'
965	79.172.17.22:3128	 RU	Sverdlovskaya Oblast'
966	182.253.130.245:53281	 ID	East Java
967	91.121.208.196:3128	 FR	
968	87.244.184.244:8080	 UA	Poltavs'ka Oblast'
969	188.232.177.175:53281	 RU	Omskaya Oblast'
970	89.108.158.114:53281	 LB	Beyrouth
971	181.176.209.86:8080	 PE	Lima
972	194.0.91.146:8080	 UA	Kyiv City
973	139.59.99.119:8080	 SG	Central Singapore Community Development Council
974	173.65.56.54:8080	 US	Florida
975	157.119.186.238:53281	 BD	
976	47.75.55.246:80	 US	California
977	91.242.163.174:80	 RU	
978	74.213.249.1:8080	 US	California
979	203.201.172.92:3128	 ID	East Java
980	46.29.12.231:53281	 RU	Krasnodarskiy Kray
981	109.245.215.252:53281	 RS	
982	92.241.230.224:8080	 RU	Udmurtskaya Respublika
983	112.78.38.179:53281	 ID	Yogyakarta
984	176.30.212.194:8080	 TR	
985	89.227.214.114:3128	 FR	Rhne
986	46.105.57.150:49758	 FR	
987	85.135.75.38:8080	 CZ	Okres Ostrava-Mesto
988	27.116.51.115:8080	 IN	Gujarat
989	176.108.47.38:3128	 RS	South Backa
990	45.77.243.207:3128	 SG	Central Singapore Community Development Council
991	182.253.82.210:8080	 ID	Jakarta
992	177.64.239.127:8080	 BR	Mato Grosso
993	190.8.168.252:8080	 VE	Zulia
994	185.226.112.20:8080	 UA	
995	103.228.119.6:3128	 ID	West Java
996	146.88.36.231:80	 TH	
997	24.51.63.14:8081	 US	California
998	187.189.26.23:53281	 MX	Campeche
999	103.76.199.105:53281	 BD	Dhaka
1000	24.111.55.159:53281	 US	
1001	46.105.57.149:34133	 FR	
1002	103.78.11.36:8080	 ID	Jakarta
1003	104.237.252.35:8181	 US	Delaware
1004	154.118.241.146:8080	 SO	
1005	218.214.179.89:53281	 AU	South Australia
1006	112.78.186.14:8080	 ID	Banten
1007	95.80.106.158:41258	 RU	Arkhangelskaya
1008	62.96.226.226:8080	 GB	
1009	115.178.97.3:53281	 IN	Rajasthan
1010	155.232.186.74:3128	 ZA	Western Cape
1011	5.141.250.90:8080	 RU	Perm Krai
1012	194.74.150.186:53281	 GB	
1013	190.181.27.250:53281	 BO	Departamento de La Paz
1014	181.48.10.246:8080	 CO	
1015	129.205.143.184:53281	 ZA	Western Cape
1016	113.31.18.20:7777	 CN	Beijing
1017	91.121.253.113:3128	 FR	
1018	37.208.106.105:53281	 DE	Hesse
1019	84.208.164.141:8080	 NO	Oslo County
1020	202.138.226.142:53281	 ID	West Java
1021	201.7.222.26:53281	 BR	
1022	178.33.178.217:80	 FR	
1023	181.113.130.150:53281	 EC	Provincia del Guayas
1024	104.28.1.175:80	 US	
1025	217.171.86.35:53281	 BE	
1026	112.78.169.218:8080	 ID	Jakarta
1027	87.251.168.111:3128	 RU	Sverdlovskaya Oblast'
1028	109.104.27.14:8080	 SE	Stockholm
1029	109.104.177.175:8080	 UA	Mykolayivs'ka Oblast'
1030	187.181.221.188:53281	 BR	Sao Paulo
1031	92.47.34.123:8080	 KZ	
1032	190.248.153.162:8080	 CO	Departamento de Arauca
1033	190.214.16.154:53281	 EC	Provincia de Pichincha
1034	103.216.82.196:6667	 IN	Gujarat
1035	177.2.108.218:8080	 BR	
1036	200.13.160.125:54314	 SV	
1037	138.68.198.203:8080	 US	California
1038	177.21.109.98:20183	 BR	Ceara
1039	103.80.36.174:8080	 MM	
1040	98.142.38.163:80	 US	Oregon
1041	179.108.251.190:8080	 BR	Pernambuco
1042	1.179.185.249:8080	 TH	
1043	38.127.88.6:53281	 US	Washington
1044	177.126.154.1:53281	 BR	Rio Grande do Sul
1045	89.176.142.246:8080	 CZ	Mesto Brno
1046	104.139.71.46:64663	 US	North Carolina
1047	95.161.178.130:8080	 RU	St.-Petersburg
1048	181.143.103.170:53281	 CO	Antioquia
1049	187.109.81.242:20183	 BR	Minas Gerais
1050	41.33.149.167:8080	 EG	Cairo Governorate
1051	118.174.46.162:8080	 TH	
1052	110.78.165.158:8080	 TH	Bangkok
1053	38.127.88.19:53281	 US	Washington
1054	159.65.100.153:2018	 US	California
1055	176.193.15.94:8080	 RU	Moscow
1056	178.213.13.136:53281	 RU	Moscow
1057	23.234.38.3:53281	 US	California
1058	47.75.16.75:1080	 US	California
1059	195.201.43.199:3128	 DE	
1060	187.49.80.103:6006	 BR	
1061	88.99.136.55:8080	 DE	
1062	87.4.182.87:8080	 IT	Padua
1063	159.89.22.167:8080	 DE	Hesse
1064	85.175.4.48:8080	 RU	Krasnodarskiy Kray
1065	36.67.116.165:8080	 ID	
1066	110.44.123.87:53281	 NP	Bagmati Zone
1067	146.247.7.185:53281	 RU	Ulyanovsk Oblast
1068	103.57.71.109:53281	 IN	Maharashtra
1069	108.18.5.235:8080	 US	Virginia
1070	50.203.239.22:80	 US	
1071	202.129.251.242:8080	 NP	
1072	190.152.17.58:53281	 EC	Provincia de Pichincha
1073	105.27.203.38:8080	 ZA	Gauteng
1074	139.0.16.101:8080	 ID	
1075	202.166.196.6:41525	 NP	Bagmati Zone
1076	171.97.16.202:8080	 TH	Changwat Nonthaburi
1077	49.156.37.24:8080	 KH	
1078	191.241.251.194:20183	 BR	Sao Paulo
1079	178.128.146.123:8080	 GR	
1080	77.108.100.163:39880	 RU	
1081	203.77.239.2:8080	 ID	Aceh
1082	138.68.24.145:3128	 US	California
1083	190.214.26.230:53281	 EC	Provincia de Pichincha
1084	115.159.142.73:1080	 CN	Beijing
1085	64.23.56.171:3128	 US	Illinois
1086	89.238.132.205:8080	 GB	
1087	114.69.229.169:8080	 IN	National Capital Territory of Delhi
1088	74.219.188.138:8080	 US	Ohio
1089	179.127.166.153:8080	 BR	Santa Catarina
1090	83.47.13.188:8080	 ES	Las Palmas
1091	177.85.117.176:3128	 BR	Santa Catarina
1092	104.236.238.10:8080	 US	New Jersey
1093	110.138.246.150:53281	 ID	East Java
1094	200.54.9.34:8080	 CL	
1095	162.223.89.71:53281	 US	Delaware
1096	181.10.230.90:3128	 AR	
1097	76.10.246.164:8080	 US	Texas
1098	36.67.20.251:52136	 ID	
1099	109.206.34.15:53281	 UA	Dnipro
1100	117.102.88.211:8080	 ID	Jakarta
1101	200.187.87.138:20183	 BR	Sao Paulo
1102	103.200.38.246:8080	 BD	Naogaon
1103	182.253.107.82:8080	 ID	Central Java
1104	46.105.57.149:23211	 FR	
1105	134.225.2.175:8080	 GB	
1106	103.205.132.145:53281	 BD	
1107	138.118.84.91:53281	 BR	
1108	85.159.180.130:41258	 IT	Turin
1109	178.176.28.164:8080	 RU	
1110	200.7.125.220:41766	 BR	Sao Paulo
1111	78.46.77.165:10080	 DE	
1112	207.154.231.213:3128	 DE	Hesse
1113	180.210.186.106:53281	 BD	
1114	138.118.85.114:53281	 BR	
1115	103.248.197.50:3128	 ID	
1116	69.197.144.60:1080	 US	Missouri
1117	103.211.232.20:53281	 ID	Central Java
1118	178.134.20.16:8080	 GE	K'alak'i T'bilisi
1119	94.177.216.219:8888	 IT	Province of Arezzo
1120	37.59.8.29:64069	 FR	
1121	221.120.219.214:80	 PK	Islamabad
1122	85.14.96.177:53281	 PL	
1123	181.112.153.14:53281	 EC	Provincia de Pichincha
1124	97.86.228.53:8080	 US	Minnesota
1125	118.91.178.103:8080	 IN	National Capital Territory of Delhi
1126	61.8.65.114:53281	 ID	
1127	115.85.67.30:8080	 ID	Banten
1128	122.102.28.190:53281	 IN	
1129	193.248.156.191:53281	 FR	
1130	188.126.62.225:41258	 RU	Moscow Oblast
1131	139.59.59.63:3128	 IN	Karnataka
1132	217.175.37.197:53281	 RU	Ivanovskaya Oblast'
1133	5.175.79.234:8080	 IT	
1134	45.6.102.51:53281	 BR	Rio de Janeiro
1135	109.224.1.210:8080	 IQ	
1136	190.214.1.26:52136	 EC	Provincia de Pichincha
1137	206.189.134.161:80	 US	New Jersey
1138	77.37.142.203:53281	 RU	Moscow
1139	8.26.121.214:8080	 US	Florida
1140	125.167.43.131:8080	 ID	East Java
1141	79.11.41.215:53281	 IT	
1142	118.97.135.50:8080	 ID	
1143	104.28.6.200:80	 US	
1144	80.99.205.44:41766	 HU	Hajd-Bihar
1145	103.76.50.181:80	 ID	North Sumatra
1146	201.49.82.239:8080	 BR	Sao Paulo
1147	103.15.166.18:53281	 BD	Dhaka Division
1148	37.204.244.175:8081	 RU	Moscow
1149	80.94.30.234:8080	 PL	West Pomerania
1150	176.120.217.176:41258	 RU	Dagestan
1151	46.35.237.104:8080	 RU	
1152	195.201.16.70:8080	 DE	
1153	150.95.151.68:8197	 JP	
1154	195.201.28.161:3128	 DE	
1155	177.4.174.218:80	 BR	Goias
1156	190.5.112.100:53281	 HN	Departamento de Francisco Morazan
1157	104.28.10.29:80	 US	
1158	103.94.7.225:53281	 ID	Jakarta
1159	91.235.7.216:53281	 RU	Dagestan
1160	85.95.152.115:8080	 RU	
1161	91.221.178.73:53281	 UA	Ivano-Frankivs'ka Oblast'
1162	186.47.224.30:53281	 EC	Provincia de Pichincha
1163	122.154.75.49:8080	 TH	Changwat Ratchaburi
1164	103.43.0.50:53281	 ID	
1165	36.89.95.98:8080	 ID	
1166	14.207.39.238:8080	 TH	Changwat Satun
1167	117.102.88.121:80	 ID	Jakarta
1168	177.200.83.238:8080	 BR	Ceara
1169	186.71.67.66:8080	 EC	Provincia de Pichincha
1170	203.91.112.43:8080	 MN	Ulaanbaatar Hot
1171	82.135.26.113:3128	 DE	
1172	209.97.172.41:8888	 US	California
1173	104.28.0.161:80	 US	
1174	67.205.146.77:3128	 US	New Jersey
1175	103.47.153.87:8080	 IN	Maharashtra
1176	94.180.247.1:8080	 RU	Tatarstan
1177	128.199.98.178:8080	 SG	Central Singapore Community Development Council
1178	177.244.28.78:53281	 MX	Estado de Mexico
1179	92.249.64.107:9001	 UA	Kyiv City
1180	103.204.188.41:8080	 IN	Gujarat
1181	178.254.175.38:8080	 RS	
1182	125.141.200.39:80	 KR	
1183	103.78.13.115:8080	 IN	Uttar Pradesh
1184	177.21.106.254:20183	 BR	Ceara
1185	201.16.148.145:80	 BR	Sao Paulo
1186	61.69.75.14:80	 AU	
1187	103.26.56.113:8080	 IN	
1188	185.180.28.38:9090	 TR	
1189	77.50.114.174:53281	 RU	Moscow
1190	14.102.76.14:8080	 IN	National Capital Territory of Delhi
1191	115.29.200.195:1080	 CN	Zhejiang
1192	91.197.190.81:53281	 RU	Tatarstan
1193	103.110.109.91:3128	 JP	undefined
1194	103.70.144.152:8080	 IN	
1195	170.231.45.106:3128	 BR	
1196	182.23.111.66:8080	 ID	
1197	83.171.113.12:8080	 RU	Kaliningradskaya Oblast'
1198	190.52.132.28:53281	 PY	Asuncion
1199	177.44.175.199:8080	 BR	Sao Paulo
1200	87.255.64.251:8080	 MD	
1201	209.97.163.15:8000	 US	California
1202	177.4.168.85:53281	 BR	Goias
1203	117.202.20.67:556	 IN	Maharashtra
1204	173.245.239.12:17145	 US	Georgia
1205	167.99.187.164:8080	 US	New York
1206	185.92.222.9:443	 NL	North Holland
1207	90.187.51.41:8080	 DE	
1208	209.97.163.117:8080	 US	California
1209	186.148.188.13:3128	 CO	Bogota D.C.
1210	12.218.209.130:53281	 US	
1211	31.41.94.71:41258	 UA	Transcarpathia
1212	83.167.103.103:41258	 RU	Moscow
1213	78.138.142.198:53281	 RU	Tatarstan
1214	76.114.236.198:8888	 US	Maryland
1215	31.25.137.182:8080	 IQ	Muhafazat Arbil
1216	81.5.82.6:8080	 RU	
1217	203.83.178.227:8080	 BD	Dhaka
1218	91.185.51.35:8080	 RU	Irkutskaya Oblast'
1219	103.109.111.178:53281	 IN	
1220	41.89.94.43:80	 KE	Nairobi Province
1221	202.29.238.161:3128	 TH	
1222	176.102.217.244:53281	 UA	Poltavs'ka Oblast'
1223	181.112.60.62:65205	 EC	Provincia de Pichincha
1224	45.229.53.0:53281	 BR	
1225	167.99.97.50:2018	 US	New York
1226	31.131.112.10:8080	 UA	Dnipro
1227	193.194.85.85:80	 DZ	
